k default fnv-murmur fnv-jenkins jenkins-murmur defaultSHA
47	0.132857	0.152857	0.165714	0.158571	0.158571
48	0.137143	0.172857	0.188571	0.178571	0.174286
49	0.154286	0.192857	0.212857	0.201429	0.202857
50	0.168571	0.208571	0.231429	0.218571	0.248571
51	0.172857	0.234286	0.244286	0.227143	0.262857
52	0.198571	0.248571	0.257143	0.224286	0.282857
53	0.21	0.26	0.267143	0.232857	0.304286
54	0.228571	0.281429	0.287143	0.247143	0.321429
55	0.247143	0.3	0.297143	0.282857	0.344286
56	0.254286	0.332857	0.33	0.308571	0.365714
57	0.294286	0.367143	0.344286	0.35	0.391429
58	0.315714	0.377143	0.36	0.352857	0.404286
59	0.33	0.388571	0.387143	0.384286	0.43
60	0.355714	0.408571	0.427143	0.391429	0.434286
61	0.39	0.432857	0.468571	0.424286	0.462857
62	0.407143	0.447143	0.511429	0.44	0.47
63	0.417143	0.465714	0.511429	0.455714	0.488571
64	0.435714	0.482857	0.535714	0.482857	0.482857
65	0.462857	0.494286	0.54	0.501429	0.497143
66	0.49	0.528571	0.55	0.524286	0.518571
67	0.517143	0.561429	0.567143	0.532857	0.524286
68	0.531429	0.582857	0.582857	0.577143	0.534286
69	0.551429	0.597143	0.601429	0.587143	0.56
70	0.571429	0.597143	0.622857	0.598571	0.577143
71	0.598571	0.625714	0.641429	0.625714	0.592857
72	0.615714	0.654286	0.644286	0.632857	0.605714
73	0.64	0.66	0.665714	0.634286	0.621429
74	0.665714	0.667143	0.687143	0.664286	0.637143
75	0.671429	0.691429	0.687143	0.688571	0.655714
76	0.7	0.692857	0.688571	0.69	0.672857
77	0.702857	0.704286	0.7	0.69	0.681429
78	0.71	0.732857	0.707143	0.704286	0.682857
79	0.728571	0.76	0.722857	0.718571	0.691429
80	0.747143	0.764286	0.75	0.742857	0.717143
81	0.758571	0.768571	0.765714	0.77	0.734286
82	0.768571	0.785714	0.775714	0.771429	0.752857
83	0.8	0.792857	0.781429	0.778571	0.774286
84	0.797143	0.8	0.792857	0.807143	0.781429
85	0.794286	0.814286	0.808571	0.834286	0.792857
86	0.815714	0.835714	0.805714	0.84	0.802857
87	0.818571	0.848571	0.822857	0.852857	0.82
88	0.825714	0.847143	0.827143	0.851429	0.834286
89	0.832857	0.842857	0.824286	0.858571	0.841429
90	0.85	0.84	0.83	0.858571	0.844286
91	0.852857	0.851429	0.828571	0.867143	0.844286
92	0.862857	0.864286	0.848571	0.888571	0.852857
93	0.862857	0.865714	0.865714	0.887143	0.861429
94	0.87	0.875714	0.885714	0.89	0.867143
95	0.874286	0.891429	0.885714	0.907143	0.87
96	0.874286	0.901429	0.884286	0.907143	0.868571
97	0.874286	0.908571	0.884286	0.904286	0.89
98	0.872857	0.907143	0.882857	0.9	0.902857
99	0.871429	0.905714	0.888571	0.9	0.912857
100	0.88	0.905714	0.888571	0.905714	0.92
101	0.878571	0.905714	0.887143	0.904286	0.92
102	0.878571	0.911429	0.885714	0.912857	0.917143
103	0.877143	0.911429	0.881429	0.921429	0.917143
104	0.875714	0.915714	0.887143	0.921429	0.917143
105	0.881429	0.914286	0.9	0.934286	0.937143
106	0.89	0.912857	0.9	0.934286	0.935714
107	0.902857	0.927143	0.897143	0.948571	0.934286
108	0.901429	0.925714	0.895714	0.948571	0.934286
109	0.901429	0.924286	0.901429	0.948571	0.937143
110	0.915714	0.922857	0.905714	0.947143	0.937143
111	0.918571	0.922857	0.917143	0.945714	0.945714
112	0.938571	0.934286	0.937143	0.96	0.955714
113	0.938571	0.932857	0.935714	0.96	0.962857
114	0.938571	0.931429	0.934286	0.97	0.98
115	0.947143	0.931429	0.931429	0.97	0.98
116	0.947143	0.937143	0.944286	0.98	0.98
117	0.947143	0.937143	0.944286	0.98	0.978571
118	0.947143	0.937143	0.955714	0.98	0.978571
119	0.947143	0.935714	0.955714	0.98	0.978571
120	0.962857	0.935714	0.97	0.985714	0.978571
121	0.962857	0.935714	0.981429	0.985714	0.988571
122	0.962857	0.951429	0.981429	0.984286	0.988571
123	0.984286	0.951429	0.981429	0.984286	0.988571
124	0.984286	0.951429	0.981429	0.984286	0.988571
125	1	0.951429	0.981429	0.984286	0.988571
126	1	0.96	0.981429	0.984286	0.988571
127	1	0.974286	0.981429	0.982857	0.988571
128	1	0.974286	0.981429	0.982857	0.988571
129	1	0.972857	0.99	1	0.988571
130	1	0.972857	0.99	1	0.988571
131	1	0.972857	0.99	1	0.988571
132	1	0.972857	0.99	1	0.988571
133	1	0.972857	0.99	1	0.988571
134	1	0.972857	0.99	1	0.988571
135	1	0.972857	0.988571	1	0.988571
136	1	0.972857	0.988571	1	0.988571
137	1	0.972857	0.988571	1	0.988571
138	1	0.972857	0.988571	1	0.988571
139	1	0.984286	0.988571	1	0.988571
140	1	0.984286	0.988571	1	0.988571
141	1	0.984286	0.987143	1	0.988571
142	1	0.982857	0.987143	1	0.988571
143	1	0.982857	0.987143	1	0.988571
144	1	0.982857	0.987143	1	0.988571
145	1	0.982857	0.987143	1	0.987143
146	1	0.982857	0.987143	1	0.987143
147	1	0.982857	0.987143	1	0.987143
148	1	0.982857	0.987143	1	0.987143
149	1	0.982857	0.987143	1	0.985714
150	1	0.982857	0.987143	1	0.985714
