M default fnv-murmur fnv-jenkins jenkins-murmur defaultSHA
5000	0.0728571	0.0485714	0.0514286	0.0757143	0.0757143
5100	0.0628571	0.0442857	0.0557143	0.0471429	0.0542857
5200	0.0385714	0.05	0.0442857	0.0385714	0.0357143
5300	0.0385714	0.0585714	0.0457143	0.0357143	0.0442857
5400	0.03	0.04	0.0414286	0.0414286	0.0485714
5500	0.04	0.0414286	0.0371429	0.0357143	0.0357143
5600	0.0314286	0.0314286	0.0228571	0.04	0.0285714
5700	0.0314286	0.0271429	0.0257143	0.0371429	0.04
5800	0.0214286	0.0271429	0.03	0.0271429	0.0385714
5900	0.0242857	0.0357143	0.0185714	0.03	0.0285714
6000	0.0142857	0.0257143	0.0242857	0.02	0.0228571
6100	0.0142857	0.02	0.0271429	0.0128571	0.0242857
6200	0.0228571	0.0285714	0.0142857	0.0271429	0.0142857
6300	0.0128571	0.0185714	0.0242857	0.0242857	0.02
6400	0.0185714	0.02	0.0157143	0.0157143	0.0157143
6500	0.0228571	0.0257143	0.0128571	0.0142857	0.0185714
6600	0.0157143	0.0114286	0.00857143	0.0142857	0.00857143
6700	0.0128571	0.0142857	0.01	0.01	0.00714286
6800	0.0128571	0.0114286	0.00428571	0.00428571	0.00857143
6900	0.00714286	0.00714286	0.00428571	0.0185714	0.00857143
7000	0.01	0.00571429	0.00571429	0.00285714	0.00857143
7100	0.00571429	0.00714286	0.0242857	0.01	0.00857143
7200	0.00285714	0.0128571	0.00285714	0.0114286	0.00571429
7300	0.01	0.00428571	0.00857143	0.00857143	0.00285714
7400	0.00857143	0.00857143	0.00571429	0.00714286	0.01
7500	0.00714286	0.00571429	0.0114286	0.0114286	0.00428571
7600	0.00571429	0.00285714	0.01	0.00428571	0.00571429
7700	0.00428571	0.00571429	0.00571429	0.00571429	0.00571429
7800	0.00428571	0.00428571	0.00428571	0	0.00428571
7900	0.00428571	0.00142857	0.00428571	0.00285714	0.00285714
8000	0.00714286	0.00142857	0.00285714	0.00571429	0.00285714
8100	0.00857143	0.00857143	0.0128571	0.00285714	0.00142857
8200	0.00714286	0	0.00142857	0.00142857	0.00714286
8300	0.00714286	0.00285714	0.00285714	0.00142857	0.00285714
8400	0.00428571	0.00857143	0	0.00142857	0
8500	0.00428571	0.00142857	0	0.00142857	0.00857143
8600	0.00428571	0.00285714	0.00285714	0.00142857	0.00571429
8700	0.00285714	0.00142857	0	0.00142857	0.00142857
8800	0.00428571	0.00142857	0.00714286	0.00285714	0.00142857
8900	0	0	0.00428571	0	0
9000	0	0.00142857	0.00142857	0.00285714	0.00142857
9100	0.00142857	0.00285714	0.00285714	0.00428571	0.00142857
9200	0.00571429	0.00285714	0	0.00428571	0
9300	0	0.00142857	0.00142857	0	0.00285714
9400	0	0	0.00285714	0.00285714	0.00285714
9500	0	0	0.00142857	0.00142857	0
9600	0	0.00285714	0	0.00142857	0.00285714
9700	0	0.00142857	0	0.00285714	0.00142857
9800	0.00142857	0.00285714	0.00142857	0.00571429	0.00285714
9900	0	0	0	0	0.00142857
10000	0.00142857	0.00142857	0.00142857	0.00285714	0.00142857
10100	0.00285714	0	0.00285714	0.00142857	0
10200	0.00142857	0	0.00285714	0	0
10300	0	0.00142857	0	0	0.00142857
10400	0.00285714	0.00428571	0.00285714	0.00142857	0
10500	0	0	0.00142857	0	0
10600	0.00142857	0	0	0	0.00428571
10700	0	0	0	0	0
10800	0	0	0.00142857	0	0
10900	0	0	0	0	0.00142857
11000	0.00285714	0	0	0	0
11100	0	0	0	0	0
11200	0.00142857	0	0	0	0
11300	0	0	0	0	0
11400	0.00142857	0	0	0	0.00142857
11500	0.00142857	0	0	0	0
11600	0	0	0	0.00142857	0
11700	0	0	0	0	0
11800	0	0	0	0.00428571	0
11900	0	0	0	0	0.00142857
12000	0	0	0.00142857	0	0
12100	0.00142857	0	0.00142857	0	0
12200	0	0	0	0	0
12300	0	0	0	0	0
12400	0	0	0	0	0
12500	0.00142857	0	0.00142857	0	0
12600	0	0.00142857	0	0	0
12700	0	0	0	0	0
12800	0.00142857	0	0.00142857	0	0
12900	0	0	0	0	0
13000	0	0	0.00142857	0	0
13100	0	0	0	0	0
13200	0	0	0	0	0
13300	0	0	0	0	0
13400	0	0	0.00142857	0	0
13500	0	0	0	0	0
13600	0	0	0	0.00142857	0
13700	0	0	0	0	0
13800	0	0	0	0	0
13900	0	0	0	0	0.00142857
14000	0.00142857	0	0	0	0
14100	0	0	0	0	0
14200	0	0	0	0	0
14300	0	0	0	0	0
14400	0	0.00142857	0	0	0
14500	0	0	0	0	0
14600	0	0	0	0	0.00142857
14700	0	0	0	0	0
14800	0	0	0	0	0
14900	0	0	0	0	0
15000	0	0.00142857	0	0	0
