k default fnv-murmur fnv-jenkins jenkins-murmur defaultSHA fnv-murmur-SHA fnv-jenkins-SHA jenkins-murmur-SHA
1	6.32371e-07	1.23961e-06	3.57473e-07	3.6257e-07	3.39044e-06	4.0193e-06	4.19822e-06	4.07506e-06
2	1.72137e-07	3.49041e-07	3.53031e-07	3.6171e-07	3.33812e-06	4.01694e-06	4.15357e-06	4.06121e-06
3	1.73881e-07	3.50291e-07	3.6469e-07	3.6085e-07	3.32725e-06	4.02177e-06	4.16111e-06	4.08689e-06
4	1.76047e-07	3.54286e-07	3.58276e-07	3.63984e-07	3.34414e-06	4.01769e-06	4.15484e-06	4.07105e-06
5	1.82169e-07	3.57266e-07	3.61849e-07	3.6756e-07	3.34927e-06	4.01866e-06	4.16225e-06	4.07423e-06
6	1.86201e-07	3.61059e-07	3.66923e-07	3.72326e-07	3.47277e-06	4.02233e-06	4.17643e-06	4.14015e-06
7	1.92099e-07	3.64987e-07	3.72183e-07	3.7905e-07	3.37185e-06	4.03796e-06	4.19036e-06	4.0823e-06
8	1.9786e-07	3.70693e-07	3.76533e-07	3.83264e-07	3.36888e-06	4.04029e-06	4.18005e-06	4.10092e-06
9	2.02661e-07	3.76537e-07	3.81541e-07	3.87893e-07	3.38039e-06	4.08204e-06	4.18147e-06	4.09715e-06
10	2.09766e-07	3.81279e-07	3.87776e-07	3.94411e-07	3.38822e-06	4.05789e-06	4.19612e-06	4.10924e-06
11	2.13289e-07	3.85834e-07	3.94096e-07	3.99629e-07	3.40598e-06	4.08344e-06	4.20828e-06	4.11483e-06
12	2.19354e-07	3.93741e-07	3.98843e-07	4.03783e-07	3.40203e-06	4.07086e-06	4.21636e-06	4.12759e-06
13	2.24694e-07	3.97184e-07	4.0268e-07	4.0783e-07	3.40717e-06	4.08651e-06	4.22152e-06	4.13711e-06
14	2.27103e-07	4.05686e-07	4.07587e-07	4.13979e-07	3.38874e-06	4.09585e-06	4.2137e-06	4.14283e-06
15	2.29999e-07	4.06337e-07	4.12733e-07	4.18036e-07	3.41705e-06	4.0986e-06	4.23332e-06	4.15379e-06
16	2.3742e-07	4.14197e-07	4.1938e-07	4.21371e-07	3.42742e-06	4.11544e-06	4.23907e-06	4.15796e-06
17	2.43173e-07	4.15941e-07	4.25636e-07	4.27227e-07	3.43711e-06	4.1199e-06	4.25609e-06	4.1795e-06
18	2.59554e-07	4.22714e-07	4.32614e-07	4.4143e-07	3.44688e-06	4.14164e-06	4.27871e-06	4.18086e-06
19	2.56296e-07	4.32224e-07	4.3667e-07	4.38747e-07	3.4444e-06	4.13172e-06	4.26884e-06	4.18915e-06
20	2.65966e-07	4.34996e-07	4.44036e-07	4.4259e-07	3.46087e-06	4.14729e-06	4.83578e-06	4.20663e-06
21	2.75237e-07	4.4094e-07	4.51926e-07	4.5451e-07	3.47125e-06	4.15764e-06	4.64817e-06	4.20294e-06
22	2.80061e-07	4.46276e-07	4.58156e-07	4.5841e-07	3.4816e-06	4.16236e-06	4.29018e-06	4.20774e-06
23	2.89961e-07	4.53826e-07	4.71613e-07	4.65193e-07	3.49296e-06	4.17028e-06	4.29566e-06	4.21654e-06
24	2.99344e-07	4.63513e-07	4.81107e-07	4.73621e-07	3.49841e-06	4.21014e-06	4.3351e-06	4.23744e-06
25	3.10299e-07	4.75044e-07	4.88139e-07	4.82263e-07	3.52038e-06	4.1948e-06	4.31977e-06	4.24434e-06
26	3.21881e-07	4.89267e-07	4.95029e-07	4.93964e-07	3.52446e-06	4.21455e-06	4.33176e-06	4.25422e-06
27	3.31783e-07	4.96053e-07	5.05693e-07	5.04334e-07	3.54159e-06	4.22824e-06	4.34922e-06	4.26843e-06
28	3.53079e-07	5.08237e-07	5.16473e-07	5.1377e-07	3.55133e-06	4.22973e-06	4.35337e-06	4.28339e-06
29	3.63337e-07	5.21103e-07	5.33479e-07	5.28809e-07	3.56499e-06	4.25074e-06	4.36497e-06	4.29074e-06
30	3.7326e-07	5.38503e-07	5.4599e-07	5.4727e-07	3.58323e-06	4.29871e-06	4.38663e-06	4.30278e-06
31	3.87811e-07	5.54151e-07	5.61427e-07	5.52404e-07	3.60655e-06	4.28352e-06	4.64105e-06	4.37537e-06
32	3.97317e-07	5.768e-07	5.73599e-07	5.71306e-07	3.61986e-06	4.29988e-06	4.40314e-06	4.32798e-06
33	4.13747e-07	5.82609e-07	5.92664e-07	5.90016e-07	3.63873e-06	4.31676e-06	4.78339e-06	4.35089e-06
34	4.3051e-07	5.94367e-07	6.13096e-07	6.08471e-07	3.65394e-06	4.32292e-06	4.44709e-06	4.37639e-06
35	4.4664e-07	6.09669e-07	6.31104e-07	6.2245e-07	3.67032e-06	4.34602e-06	4.45757e-06	4.39115e-06
36	4.6297e-07	6.23471e-07	6.43721e-07	6.27579e-07	3.68423e-06	4.36217e-06	4.48273e-06	4.41193e-06
37	4.84014e-07	6.40137e-07	6.60973e-07	6.4786e-07	3.71039e-06	4.37516e-06	4.50918e-06	4.4409e-06
38	4.99797e-07	6.66419e-07	6.78517e-07	6.7409e-07	3.74802e-06	4.4205e-06	4.5304e-06	4.45259e-06
39	5.2505e-07	6.89493e-07	7.01896e-07	6.88209e-07	3.75632e-06	4.41682e-06	4.55437e-06	4.4776e-06
40	5.53109e-07	7.05643e-07	7.21674e-07	7.06244e-07	3.79139e-06	4.43171e-06	4.58654e-06	4.51342e-06
41	5.80489e-07	7.31797e-07	7.48249e-07	7.36274e-07	3.81262e-06	4.45984e-06	4.60995e-06	4.53297e-06
42	5.98581e-07	7.55769e-07	7.71569e-07	7.6883e-07	3.82464e-06	4.48862e-06	4.64346e-06	4.58734e-06
43	6.20737e-07	7.73134e-07	7.97263e-07	7.893e-07	3.8614e-06	4.53866e-06	4.66091e-06	4.60884e-06
44	6.47946e-07	8.02626e-07	8.26404e-07	8.13036e-07	3.89258e-06	4.53994e-06	4.68605e-06	4.6122e-06
45	6.604e-07	8.2279e-07	8.47591e-07	8.35457e-07	3.90535e-06	5.14557e-06	4.71395e-06	4.65832e-06
46	6.94187e-07	8.451e-07	8.68114e-07	8.55549e-07	4.27821e-06	4.64463e-06	4.74643e-06	4.6824e-06
