k default fnv-murmur fnv-jenkins jenkins-murmur defaultSHA fnv-murmur-SHA fnv-jenkins-SHA jenkins-murmur-SHA
1	6.16083e-07	1.12814e-06	3.29623e-07	3.34581e-07	3.27951e-06	3.97268e-06	4.11108e-06	4.03158e-06
2	1.81651e-07	3.5035e-07	3.5406e-07	3.58609e-07	3.34246e-06	4.00668e-06	4.15117e-06	4.083e-06
3	2.10963e-07	3.75533e-07	3.79454e-07	3.82851e-07	3.37857e-06	4.04048e-06	4.20217e-06	4.07921e-06
4	2.41217e-07	4.01047e-07	4.06206e-07	4.07866e-07	3.38768e-06	4.0611e-06	4.20326e-06	4.10786e-06
5	2.69969e-07	4.25894e-07	4.29824e-07	4.37619e-07	3.42165e-06	4.08496e-06	4.22427e-06	4.12517e-06
6	3.01207e-07	4.5259e-07	4.55091e-07	4.62886e-07	3.47465e-06	4.11016e-06	5.00943e-06	4.15753e-06
7	3.443e-07	4.91964e-07	5.05363e-07	5.00326e-07	3.50234e-06	4.14789e-06	4.63193e-06	4.19971e-06
8	3.71729e-07	5.22561e-07	5.2189e-07	5.2471e-07	3.5122e-06	4.19574e-06	4.31283e-06	4.21851e-06
9	4.09789e-07	5.40606e-07	5.44469e-07	5.49294e-07	3.53772e-06	4.20039e-06	4.34072e-06	4.24677e-06
10	4.33651e-07	5.66733e-07	5.68809e-07	5.81099e-07	3.56887e-06	4.22696e-06	4.3678e-06	4.2727e-06
11	4.6362e-07	5.91966e-07	5.98421e-07	6.00824e-07	3.59674e-06	4.24765e-06	4.39129e-06	4.30091e-06
12	4.93691e-07	6.21793e-07	6.2014e-07	6.24139e-07	3.62204e-06	4.27024e-06	4.4572e-06	4.31982e-06
13	5.24549e-07	6.4269e-07	6.44961e-07	6.54947e-07	3.65223e-06	4.29758e-06	4.43995e-06	4.34389e-06
14	5.53863e-07	6.67141e-07	6.69729e-07	6.78643e-07	3.68443e-06	4.32327e-06	4.46178e-06	4.36537e-06
15	5.79639e-07	6.94716e-07	6.9545e-07	7.04326e-07	3.71034e-06	4.3495e-06	4.48492e-06	4.39545e-06
16	6.15066e-07	7.16797e-07	7.21864e-07	7.26029e-07	3.74558e-06	4.37728e-06	4.50936e-06	4.44631e-06
17	6.42697e-07	7.40906e-07	7.47121e-07	7.49691e-07	3.76794e-06	4.39693e-06	4.55905e-06	4.44433e-06
18	6.64421e-07	7.67207e-07	7.71691e-07	7.76797e-07	3.79711e-06	4.42255e-06	4.56277e-06	4.47027e-06
19	7.00083e-07	7.94196e-07	7.94184e-07	8.01127e-07	3.82418e-06	4.44063e-06	4.58855e-06	4.49337e-06
